artist,origin_country,genre
The Choir ,US,Rock
 SAM THE SHAM AND THE PHARAOHS  ,Canada,Country
Blues Magoos,Canada,R&B
 NANCY SINATRA ,US,R&B
 the glories,UK,Country
pieces of eight,Australia,Rock
 soul brothers six ,UK,Rock
The Johnny Mann Singers  ,US,Country
BOBBY POWELL ,Canada,R&B
 peter and gordon,Australia,Country
THE LOVE GENERATION,US,Country
 PAUL REVERE & THE RAIDERS ,US,Pop
 THE FIVE AMERICANS  ,US,Country
The Easybeats,Canada,Pop
 Sammy Davis Jr. ,Australia,Pop
 EDDY ARNOLD ,Canada,Pop
 Fantastic Four,UK,Hip-Hop
 THE EVERLY BROTHERS,Canada,Hip-Hop
THE FIVE STAIRSTEPS ,Canada,Rock
THE CHOIR ,US,Rock
 j.j. barnes ,Australia,Pop
LESLEY GORE ,UK,R&B
  BOOTS WALKER,Canada,R&B
 Jack Jones ,US,R&B
  THE SPENCER DAVIS GROUP ,Canada,Hip-Hop
 the wildweeds ,Canada,Rock
 KEITH,UK,Rock
  bobby powell ,US,R&B
CARLA THOMAS  ,Australia,Hip-Hop
 ? (Question Mark) & The Mysterians  ,Canada,R&B
" Dino, Desi & Billy  ",UK,R&B
sam the sham and the pharaohs ,UK,Pop
Paul Revere & The Raiders  ,Australia,Hip-Hop
the lovin' spoonful  ,UK,Pop
jon & robin and the in crowd ,UK,R&B
 The Easybeats  ,Canada,Hip-Hop
WHISTLING JACK SMITH,Australia,Rock
 THE FIFTH ESTATE  ,Canada,Rock
JERRY JAYE ,Canada,Rock
 gary lewis and the playboys ,UK,R&B
Nancy Sinatra & Frank Sinatra,Australia,Pop
  THE SEEDS ,Canada,Country
  freddie scott ,UK,Pop
The Cyrkle,UK,R&B
boots walker  ,Australia,Rock
 THE CHOIR ,Australia,Hip-Hop
 The Mojo Men ,US,R&B
 Lesley Gore  ,Australia,Hip-Hop
  the wildweeds ,Australia,Pop
" ESTHER PHILLIPS ""LITTLE ESTHER""",US,Hip-Hop
  Elmo & Almo,UK,R&B
 ? (Question Mark) & The Mysterians ,Australia,Rock
 paul revere & the raiders,UK,Hip-Hop
 NANCY SINATRA & FRANK SINATRA  ,Australia,Rock
whistling jack smith,US,Rock
 The Parade,Australia,Pop
 mitch ryder and the detroit wheels ,UK,Hip-Hop
 JERRY JAYE  ,UK,Country
The Dave Clark Five ,Canada,Hip-Hop
 the yellow balloon,Australia,Hip-Hop
  don and the goodtimes,Australia,Pop
 Eddy Arnold ,Australia,Hip-Hop
 TOUSSAINT MCCALL ,UK,Rock
 the cyrkle ,UK,Pop
freddie scott ,UK,R&B
 The Five Stairsteps ,Canada,Hip-Hop
 the mojo men ,UK,Pop
 the choir ,US,Country
"ESTHER PHILLIPS ""LITTLE ESTHER"" ",Canada,Hip-Hop
 Margaret Whiting  ,Australia,Pop
 elmo & almo ,US,Hip-Hop
 THE MAMAS & THE PAPAS  ,US,Pop
THE EASYBEATS ,Australia,Country
 the parade ,US,Rock
 Whistling Jack Smith ,Australia,Hip-Hop
 MITCH RYDER AND THE DETROIT WHEELS  ,Australia,Rock
 Jerry Jaye,UK,R&B
the yellow balloon ,US,R&B
 The Music Explosion ,Canada,R&B
 Frankie Laine  ,US,Rock
 THE YARDBIRDS,Canada,Country
Don And The Goodtimes ,Australia,Pop
 the fifth estate ,Australia,Pop
 Roger Williams,UK,Hip-Hop
 THE CYRKLE ,UK,Hip-Hop
 Freddie Scott ,UK,Country
king curtis,US,Country
 Jackie Wilson,UK,Pop
the mojo men ,Australia,Hip-Hop
 CLAUDINE LONGET,UK,Hip-Hop
Ellie Greenwich,US,Country
nancy sinatra & frank sinatra,Canada,Country
 The Parade ,UK,Rock
the spencer davis group,Canada,Country
  THE YELLOW BALLOON,Canada,R&B
 mitch ryder and the detroit wheels ,Australia,Country
 jerry jaye,Australia,Pop
 martha & the vandellas,Canada,Pop
the electric prunes ,Canada,Country
  THE FIVE AMERICANS  ,Canada,Country
 The Nitty Gritty Dirt Band,Canada,Pop
THE SEEDS  ,Canada,Country
  THE YARDBIRDS ,US,Hip-Hop
 TOUSSAINT MCCALL ,US,Country
  Don And The Goodtimes ,Australia,Pop
 THE FANTASTIC FOUR ,US,Country
 roger williams ,Australia,Country
 The Merry-Go-Round ,Canada,Hip-Hop
 CASINOS ,UK,R&B
 BARBARA LEWIS  ,Canada,Pop
 THE MUSIC EXPLOSION ,US,Country
  king curtis ,Australia,Pop
The Raelets/Ray Charles Orchestra,Canada,Pop
  Freddie Scott  ,Canada,Country
  the cyrkle,Canada,Rock
 the mccoys  ,UK,Rock
 CLIFFORD CURRY ,Canada,R&B
 J.J. BARNES ,US,Rock
 THE DAVE CLARK FIVE,UK,Pop
 The Happenings  ,Canada,R&B
 The Spencer Davis Group ,Canada,Rock
 the easybeats ,Australia,Hip-Hop
Paul Revere & The Raiders ,US,Pop
  the parade ,UK,R&B
the yellow balloon,Canada,R&B
 the electric prunes  ,Canada,Rock
mitch ryder and the detroit wheels,Canada,Country
  The Platters,US,Country
  The Merry-Go-Round  ,UK,Pop
  casinos,Australia,Pop
THE ROMEOS ,UK,Pop
 brenda holloway ,US,R&B
  Barbara Lewis ,US,Pop
Roger Williams ,US,Country
THE RAELETS/RAY CHARLES ORCHESTRA ,Australia,Pop
 ELLIE GREENWICH ,Australia,Rock
 davie allan and the arrows ,Australia,Hip-Hop
 Clifford Curry  ,Australia,Pop
  THE MCCOYS,Canada,Country
 THE CYRKLE  ,Canada,Country
nancy sinatra & frank sinatra ,Canada,Pop
  MARTHA & THE VANDELLAS  ,UK,R&B
 paul revere & the raiders ,US,Country
THE PARADE,Australia,Country
 JERRY JAYE ,UK,Hip-Hop
 MITCH RYDER AND THE DETROIT WHEELS,UK,R&B
Toussaint Mccall ,Canada,Rock
  Bobby Darin,US,Pop
 the romeos,US,Hip-Hop
the fantastic four,Canada,Hip-Hop
 barbara lewis,UK,R&B
  the raelets/ray charles orchestra  ,Australia,Pop
 Ellie Greenwich ,US,R&B
CHUCK JACKSON & MAXINE BROWN ,Australia,R&B
  Pozo Seco Singers ,Canada,Hip-Hop
 Carla Thomas ,US,Pop
 CLIFFORD CURRY ,Canada,Hip-Hop
  The Five Americans ,US,Pop
MARTHA & THE VANDELLAS ,Australia,Pop
  THE ELECTRIC PRUNES ,Canada,Rock
 lesley gore ,UK,Pop
  THE YELLOW BALLOON  ,Australia,Country
  PETER AND GORDON,Australia,Hip-Hop
  Roger Miller  ,Canada,R&B
NANCY SINATRA WITH LEE HAZLEWOOD,US,Country
? (Question Mark) & The Mysterians,US,R&B
 jerry jaye,UK,R&B
 paul revere & the raiders ,UK,R&B
the romeos,UK,Hip-Hop
  The Fantastic Four ,Australia,Pop
 CANNONBALL ADDERLEY ,UK,Country
THE RAELETS/RAY CHARLES ORCHESTRA ,UK,R&B
Barbara Lewis ,Canada,Rock
 Casinos ,UK,R&B
the seeds ,Australia,Hip-Hop
 JACK JONES ,Australia,Hip-Hop
 THE MERRY-GO-ROUND ,UK,Pop
 Davie Allan And The Arrows,US,Pop
  Kim Weston ,Australia,Rock
 THE SPENCER DAVIS GROUP ,UK,Country
 the platters,US,Country
"the 4 seasons featuring the ""sound of frankie valli""",UK,R&B
 The Easybeats,US,R&B
 Peter And Gordon ,UK,R&B
 THE ELECTRIC PRUNES,Canada,Hip-Hop
 Sandy Posey,Canada,Hip-Hop
Keith,Australia,Rock
 nancy sinatra with lee hazlewood ,US,Pop
 ? (Question Mark) & The Mysterians,Canada,Country
blues magoos,Canada,Country
THE ROMEOS ,Australia,Hip-Hop
  The Artistics ,US,Rock
Cannonball Adderley ,Canada,Rock
 the fantastic four ,Canada,Pop
 Jerry Jaye  ,Canada,Hip-Hop
lou courtney ,Canada,R&B
 brenda holloway ,US,Pop
THE FIVE STAIRSTEPS ,US,Country
Walter Jackson,Australia,Hip-Hop
  BUCK OWENS AND THE BUCKAROOS  ,Canada,Pop
don and the goodtimes ,Canada,Rock
 nancy sinatra & frank sinatra ,US,Rock
  The Five Americans  ,US,Hip-Hop
 HERMAN'S HERMITS ,Canada,Hip-Hop
The Platters,US,Country
LESLEY GORE,Australia,Rock
  jimmy ruffin ,UK,Country
Peter And Gordon,Australia,R&B
  keith  ,Australia,R&B
The Electric Prunes ,UK,Hip-Hop
  NANCY SINATRA WITH LEE HAZLEWOOD ,Australia,Country
SAM THE SHAM AND THE PHARAOHS,Australia,Rock
? (QUESTION MARK) & THE MYSTERIANS ,UK,Country
 BLUES MAGOOS,Canada,Rock
THE NITTY GRITTY DIRT BAND ,Australia,R&B
The Artistics ,UK,Pop
The Romeos ,Canada,Hip-Hop
the fantastic four,US,Country
CANNONBALL ADDERLEY,Canada,Rock
 blues magoos ,UK,Country
lou courtney,Canada,Rock
 JERRY JAYE,UK,Pop
johnny thunder & ruby winters ,US,Rock
buck owens and the buckaroos,US,Hip-Hop
 brenton wood,US,Hip-Hop
THE CASINOS,UK,Country
Nancy Sinatra With Lee Hazlewood,US,Rock
 the electric prunes  ,Australia,Pop
THE MOJO MEN,Australia,Rock
? (Question Mark) & The Mysterians ,UK,R&B
 Marlena Shaw,US,Rock
  Blues Magoos,US,R&B
THE ARTISTICS,US,R&B
 The Yellow Balloon ,UK,Pop
FREDDIE SCOTT ,Australia,Hip-Hop
 MICKY DOLENZ,UK,Country
THE FANTASTIC FOUR ,Canada,Hip-Hop
 BLUES MAGOOS  ,Australia,Hip-Hop
  LOU COURTNEY ,Australia,Country
"  THE SOPWITH ""CAMEL"" ",UK,Hip-Hop
  cannonball adderley  ,Canada,R&B
 the blues project,US,Rock
 LOWELL FULSOM ,Canada,R&B
VICKI ANDERSON & JAMES BROWN,Australia,R&B
  NANCY SINATRA & FRANK SINATRA ,Australia,R&B
 The Five Americans,Australia,Pop
  mitch ryder and the detroit wheels ,US,Rock
 The Royal Guardsmen,Australia,Country
 the casinos ,Canada,R&B
 the mojo men ,Canada,Rock
keith,US,Country
  gary lewis and the playboys ,UK,Rock
P.J. PROBY ,UK,Rock
 THE SEEKERS,Canada,Hip-Hop
 Nancy Sinatra With Lee Hazlewood ,US,Pop
peter and gordon,Australia,R&B
 marlena shaw,Canada,R&B
 don ho and the aliis,UK,Rock
 ? (question mark) & the mysterians ,Australia,Pop
SHIRLEY ELLIS,Canada,Pop
 The Rainy Daze,Canada,Rock
CHRIS MONTEZ,US,Hip-Hop
" The Sopwith ""Camel"" ",UK,Country
Chuck Jackson & Maxine Brown ,UK,Rock
 2 OF CLUBS ,UK,Hip-Hop
SPYDER TURNER ,UK,Country
 LARRY WILLIAMS & JOHNNY WATSON  ,US,Hip-Hop
 Lowell Fulsom,Canada,Country
the romeos ,Australia,Hip-Hop
the blues project,Canada,Pop
  ed ames,Canada,Rock
  The Casinos  ,Canada,Country
p.j. proby ,Australia,Hip-Hop
 martha & the vandellas  ,Canada,Rock
 NANCY SINATRA & FRANK SINATRA ,Australia,Pop
 THE MOJO MEN ,UK,R&B
Marvin Gaye & Kim Weston ,UK,Pop
 the seekers ,Canada,Pop
 don ho and the aliis ,Canada,Hip-Hop
  marlena shaw ,Canada,R&B
 SHIRLEY ELLIS,Canada,R&B
 Chris Montez,Canada,Hip-Hop
THE ARTISTICS,UK,Rock
 Micky Dolenz ,UK,Country
james carr ,Canada,Hip-Hop
 ROGER MILLER,US,Pop
 THE EASYBEATS ,Australia,R&B
 JIMMY HUGHES ,Australia,Rock
 2 of clubs ,US,Hip-Hop
  The Peanut Butter Conspiracy  ,US,Hip-Hop
THE WOOLIES,Australia,Country
SPYDER TURNER ,Australia,Rock
LARRY WILLIAMS & JOHNNY WATSON  ,Australia,Pop
 THE FANTASTIC FOUR,UK,Pop
 TOUSSAINT MCCALL,UK,R&B
 Mitch Ryder And The Detroit Wheels ,Canada,R&B
 the casinos ,Canada,Hip-Hop
  PAUL REVERE & THE RAIDERS  ,Australia,R&B
 marvin gaye & kim weston,US,Pop
 The Mojo Men ,Australia,R&B
the seekers ,US,Rock
  JACK JONES ,Canada,Rock
 the seekers  ,Canada,Country
 ELVIS PRESLEY WITH THE JORDANAIRES AND THE IMPERIALS QUARTET ,UK,R&B
  THE BRASS RING FEATURING PHIL BODNER ,US,Country
 DON HO AND THE ALIIS  ,Australia,Country
 the music machine  ,Canada,Rock
Marlena Shaw  ,Canada,Pop
  NANCY SINATRA WITH LEE HAZLEWOOD  ,UK,Country
shirley ellis,Canada,Hip-Hop
  chris montez ,Australia,Rock
 THE INNOCENCE ,US,Country
  Keith ,Australia,R&B
 THE RAINY DAZE,US,Country
Micky Dolenz,US,R&B
Blues Magoos  ,UK,Hip-Hop
 The Seeds ,Canada,Rock
 Jimmy Hughes ,US,Hip-Hop
THE PEANUT BUTTER CONSPIRACY ,US,Pop
2 of clubs,Canada,Hip-Hop
The Woolies ,Canada,Country
MITCH RYDER AND THE DETROIT WHEELS ,Australia,R&B
  Ed Ames,Canada,Country
THE SPENCER DAVIS GROUP ,UK,R&B
  The Seekers ,UK,Hip-Hop
P.J. PROBY ,Australia,Country
  The Left Banke ,Australia,Rock
  the brass ring featuring phil bodner,US,Country
  ELVIS PRESLEY WITH THE JORDANAIRES AND THE IMPERIALS QUARTET ,US,Country
the mojo men,US,Pop
JACK JONES ,US,R&B
KEITH  ,Australia,Hip-Hop
 THE SEEKERS,Australia,Pop
 Mike Sharpe ,Canada,Rock
Don Ho And The Aliis ,Australia,Rock
 Freddy Scott,Australia,Country
The Platters ,Canada,Country
 SHIRLEY ELLIS,US,Country
  new colony six ,UK,Pop
billy stewart ,UK,Country
 The New Vaudeville Band ,UK,R&B
The Innocence,Australia,Rock
  Micky Dolenz ,UK,Pop
  NANCY SINATRA WITH LEE HAZLEWOOD ,Canada,Hip-Hop
 MARLENA SHAW ,Australia,Hip-Hop
 chris montez ,Australia,Pop
james carr,US,Pop
the peanut butter conspiracy ,Australia,R&B
Bo Diddley ,Canada,Hip-Hop
 the woolies,US,R&B
Senator Bobby & Senator Mckinley,UK,Rock
 THE SEEKERS,Australia,Country
 The Casinos ,US,Rock
  CANNONBALL ADDERLEY,Australia,Pop
Marvin Gaye & Kim Weston,US,Rock
 THE LEFT BANKE  ,Canada,Hip-Hop
 Keith,US,Country
 the mamas & the papas  ,Canada,Rock
bob crewe generation ,Canada,Country
 SPYDER TURNER  ,Canada,R&B
 The Brass Ring Featuring Phil Bodner  ,Canada,Rock
 mike sharpe ,Australia,Rock
 FREDDY SCOTT ,UK,Rock
james darren  ,US,Country
 Don Ho And The Aliis,Canada,Hip-Hop
 the music machine  ,UK,R&B
 Lou Courtney ,US,Pop
 The New Vaudeville Band,UK,Country
 JACK GREENE,US,R&B
 Shirley Ellis  ,UK,Hip-Hop
The Innocence ,US,Country
 MICKY DOLENZ  ,Australia,Pop
TRINI LOPEZ,UK,Country
chris montez ,Australia,Country
 Bo Diddley,Canada,Country
 Larry Williams & Johnny Watson,Canada,Rock
 the seekers ,Canada,Hip-Hop
 The Spencer Davis Group  ,Canada,Country
 cannonball adderley ,UK,Hip-Hop
  Keith  ,Australia,Rock
 THE LEFT BANKE,UK,Hip-Hop
 MARVIN GAYE & KIM WESTON  ,UK,Hip-Hop
SPYDER TURNER,UK,Rock
 BOB CREWE GENERATION  ,UK,Hip-Hop
  ELVIS PRESLEY WITH THE JORDANAIRES AND THE IMPERIALS QUARTET ,Australia,R&B
the seeds  ,UK,Hip-Hop
freddy scott,UK,Country
"The Sopwith ""Camel"" ",Canada,R&B
  Jimmy Castor ,Australia,Rock
The Brass Ring Featuring Phil Bodner,US,Country
 lowell fulsom  ,US,Rock
  MIKE SHARPE ,UK,Country
  jack greene,UK,Pop
 don ho and the aliis,Canada,Hip-Hop
 THE MUSIC MACHINE ,US,R&B
 THE CYRKLE,Canada,Hip-Hop
LOU COURTNEY ,Canada,Rock
BILLY STEWART ,US,Rock
 Prince Buster,Australia,Rock
the fascinations,UK,Pop
 Chuck Jackson & Maxine Brown ,US,Pop
  BO DIDDLEY  ,US,Rock
EDDIE FISHER ,US,Pop
  THE SEEKERS ,US,Rock
 keith  ,US,Hip-Hop
 THE SPENCER DAVIS GROUP  ,UK,Rock
SPYDER TURNER,US,Hip-Hop
 THE CASINOS ,Australia,R&B
 The Electric Prunes ,Australia,Hip-Hop
 bob crewe generation,Australia,Hip-Hop
 marvin gaye & kim weston ,US,Pop
"THE SOPWITH ""CAMEL""",Canada,Pop
Jimmy Castor  ,Australia,Hip-Hop
  THE BYRDS,Canada,Pop
 ELVIS PRESLEY WITH THE JORDANAIRES AND THE IMPERIALS QUARTET ,Canada,Hip-Hop
 the seeds,Canada,R&B
BUFFALO SPRINGFIELD  ,US,Country
  freddy scott ,UK,Country
 p.j. proby,Australia,Country
 peter and gordon ,Australia,R&B
FELICE TAYLOR ,UK,Country
 SENATOR BOBBY FEATURING BILL MINKIN ,Canada,R&B
The Brass Ring Featuring Phil Bodner,Australia,Hip-Hop
 The Dave Clark Five  ,US,Pop
 mike sharpe ,Australia,Hip-Hop
 The Music Machine ,Canada,R&B
 Jack Greene ,Canada,Rock
CARLA THOMAS,Canada,R&B
 the cyrkle,US,Rock
 the new vaudeville band ,Australia,Rock
 LOU COURTNEY,Australia,Country
  prince buster ,US,Hip-Hop
 chuck jackson & maxine brown ,Australia,Pop
 Eddie Fisher,US,Pop
THE FASCINATIONS ,UK,R&B
Trini Lopez ,Australia,Country
 THE BUCKINGHAMS  ,Canada,Country
 Keith  ,Canada,R&B
  SPYDER TURNER  ,UK,R&B
The Casinos,US,R&B
 PETER AND GORDON ,Australia,Pop
Marvin Gaye & Kim Weston ,US,Rock
 Jimmy Castor  ,Australia,Hip-Hop
 SAM THE SHAM AND THE PHARAOHS ,Australia,Hip-Hop
 The Seeds ,UK,R&B
FELICE TAYLOR,Australia,Pop
 elvis presley with the jordanaires and the imperials quartet,Canada,R&B
 Pozo Seco Singers ,Canada,Hip-Hop
lowell fulsom,UK,Pop
 p.j. proby ,Canada,Rock
  BUFFALO SPRINGFIELD ,Australia,Hip-Hop
 The Artistics ,US,Country
THE GUNTER KALLMANN CHORUS ,UK,Country
 DAMITA JO ,UK,R&B
 jack greene ,Australia,Country
  THE CYRKLE ,US,Pop
The Nightcrawlers,Canada,Hip-Hop
 PRINCE BUSTER ,US,Pop
Eddie Fisher ,US,Country
 the fascinations ,UK,Country
SENATOR BOBBY FEATURING BILL MINKIN ,Australia,Rock
  the left banke,US,Country
 Felice Taylor  ,US,Rock
 the new vaudeville band ,Canada,Country
FREDDY SCOTT,Canada,Country
  james darren  ,UK,Rock
  THE YOUNG HOLT TRIO ,US,Rock
 the artistics ,UK,Hip-Hop
 Lowell Fulsom ,Australia,Hip-Hop
 The Joe Cuba Sextet,UK,Pop
the gunter kallmann chorus  ,UK,Country
Howard Tate ,Australia,Pop
 DAMITA JO,UK,R&B
  the mccoys,US,Hip-Hop
 Mike Sharpe  ,US,Rock
 Jack Greene ,US,Rock
 MITCH RYDER AND THE DETROIT WHEELS ,US,Country
Robert Parker  ,Canada,Country
  The Nightcrawlers,US,R&B
THE METROS ,Canada,Pop
Bo Diddley ,US,R&B
  the mojo men,UK,Country
 Roger Williams,US,Rock
 The Music Machine ,US,Hip-Hop
PRINCE BUSTER ,Australia,Rock
the seekers ,Canada,Rock
  Blues Magoos ,Australia,Country
 THE ELECTRIC PRUNES  ,UK,Country
 The New Vaudeville Band  ,UK,Hip-Hop
 SENATOR BOBBY FEATURING BILL MINKIN ,US,R&B
the music machine ,UK,Country
"The Sopwith ""Camel""",Canada,R&B
Pozo Seco Singers,Australia,Country
the young holt trio,UK,Hip-Hop
Senator Everett Mckinley Dirksen,Australia,Country
 Jimmy Castor,Canada,Rock
 Felice Taylor,Australia,Hip-Hop
  The Emperor'S ,UK,Pop
FREDDY SCOTT ,Canada,R&B
 THE JOE CUBA SEXTET ,UK,Rock
  lowell fulsom  ,Canada,Country
  gene pitney  ,UK,Pop
 the gunter kallmann chorus ,Canada,Rock
  howard tate,UK,Pop
THE MCCOYS ,US,Country
 Damita Jo ,Australia,R&B
 ELVIS PRESLEY WITH THE JORDANAIRES AND THE IMPERIALS QUARTET ,Australia,Country
Robert Parker,Canada,Country
JACK GREENE  ,Australia,R&B
  The Nightcrawlers ,US,Country
The Metros,Australia,Hip-Hop
BO DIDDLEY ,Australia,Country
 BIG MAYBELLE,US,Country
  the mamas & the papas ,Canada,Hip-Hop
  the new vaudeville band ,UK,Country
  The Music Machine ,Australia,Pop
 Senator Bobby Featuring Bill Minkin ,Canada,R&B
  Bob Crewe Generation ,Canada,Rock
THE INNOCENCE,UK,R&B
 the young holt trio ,Australia,Pop
jimmy castor,Australia,Country
the emperor's  ,Canada,Country
 THE ARTISTICS ,UK,Hip-Hop
 MARVIN GAYE & KIM WESTON,Australia,Hip-Hop
 The Left Banke,Canada,Hip-Hop
Roy Orbison ,Canada,Hip-Hop
LOWELL FULSOM ,Australia,Hip-Hop
 THE CASINOS ,UK,Rock
THE JOE CUBA SEXTET ,Canada,Country
Bobby Darin ,US,Country
the bachelors,Canada,Hip-Hop
  the metros  ,Australia,Pop
BO DIDDLEY  ,US,Pop
 big maybelle ,US,Rock
  The New Vaudeville Band ,Canada,Country
 The Music Machine,UK,Country
  mitch ryder and the detroit wheels ,UK,Hip-Hop
 SPYDER TURNER,US,Hip-Hop
senator everett mckinley dirksen ,US,R&B
 Pozo Seco Singers ,US,Hip-Hop
BOB CREWE GENERATION ,Australia,Rock
terry knight and the pack ,US,Rock
 THE EMPEROR'S ,Canada,Rock
"The Sopwith ""Camel"" ",Canada,Hip-Hop
 jimmy castor,US,Pop
 THE GUNTER KALLMANN CHORUS,Canada,Country
  Cannonball Adderley ,Australia,R&B
The Drifters ,UK,Hip-Hop
LOWELL FULSOM,Australia,R&B
 The Joe Cuba Sextet,UK,R&B
 Bobby Hebb ,Australia,R&B
Don Ho And The Aliis ,Australia,Pop
felice taylor,US,R&B
 the bachelors ,US,Pop
The Metros,UK,Hip-Hop
  Big Maybelle  ,UK,Hip-Hop
 the yardbirds ,US,Rock
 senator everett mckinley dirksen ,US,Rock
PETER AND GORDON ,UK,Rock
 The Innocence ,Australia,Rock
terry knight and the pack,Australia,Hip-Hop
 The Electric Prunes  ,Australia,Pop
 pozo seco singers ,Australia,R&B
the young holt trio,Australia,R&B
 Dr. West'S Medicine Show And Junk Band ,Canada,Pop
the emperor's,US,Rock
 Bob Crewe Generation,UK,Country
the drifters ,UK,Country
 JIMMY CASTOR,UK,Pop
  Bobby Darin  ,US,Hip-Hop
 Baby Ray  ,Australia,Hip-Hop
 The Artistics  ,Australia,R&B
the gunter kallmann chorus,Canada,Country
 Ramsey Lewis ,UK,Country
 senator bobby featuring bill minkin,Australia,Country
 Freddy Scott ,US,Country
The Joe Cuba Sextet  ,Canada,Pop
 MARVIN GAYE & KIM WESTON,US,Country
 Patti Labelle And The Blue Belles  ,US,Rock
The Mccoys ,Australia,R&B
bobby hebb,UK,Rock
 Boots Randolph ,US,Pop
 don ho and the aliis ,UK,Country
The Hardtimes ,US,Country
 jack greene ,UK,R&B
  AARON NEVILLE  ,UK,R&B
 Sandy Posey  ,UK,Country
 RONNIE DOVE ,US,Pop
 Roger Williams ,US,Hip-Hop
 PETER AND GORDON ,Australia,Rock
 THE INNOCENCE,US,Rock
senator everett mckinley dirksen,UK,R&B
 martha & the vandellas,US,R&B
 Terry Knight And The Pack ,UK,R&B
  DR. WEST'S MEDICINE SHOW AND JUNK BAND  ,US,Hip-Hop
the electric prunes,UK,Country
 The Critters ,US,Pop
  Sam The Sham And The Pharaohs  ,UK,R&B
 THE DRIFTERS,UK,Rock
 THE EMPEROR'S  ,Canada,Pop
pozo seco singers,US,Hip-Hop
the outsiders,US,Country
Baby Ray ,Canada,Country
 Alvin Cash & The Registers,Australia,Pop
 Damita Jo,Canada,Rock
  The Gunter Kallmann Chorus,US,Pop
The Cyrkle  ,US,Country
howard tate,US,Rock
FREDDY SCOTT  ,Australia,R&B
 j.j. jackson ,UK,Country
" The Sopwith ""Camel"" ",Canada,Pop
 patti labelle and the blue belles,UK,Pop
 Boots Randolph ,UK,R&B
Bobby Hebb  ,Canada,Hip-Hop
Don Ho And The Aliis ,Australia,R&B
  the hardtimes ,US,Rock
the new vaudeville band ,US,Rock
Peter And Gordon  ,Australia,Pop
 the outsiders ,Australia,R&B
terry knight and the pack  ,UK,Country
 Baja Marimba Band ,US,Rock
 dr. west's medicine show and junk band  ,Canada,Country
 the innocence ,Australia,Hip-Hop
  THE HAPPENINGS  ,Australia,Pop
 THE EMPEROR'S,Australia,Pop
 The Drifters,US,R&B
 SENATOR EVERETT MCKINLEY DIRKSEN ,Australia,R&B
 Bobby Darin ,US,Pop
 Baby Ray,Canada,Country
Alvin Cash & The Registers ,Australia,Rock
 pozo seco singers ,US,R&B
 spyder turner ,Australia,Hip-Hop
 damita jo ,UK,Country
The Shadows Of Knight ,Australia,R&B
LOS BRAVOS,UK,R&B
BOBBY MOORE'S RHYTHM ACES FEATURING CHICO ,US,R&B
Liverpool Five ,US,R&B
 The Music Machine ,Canada,Pop
 ? (QUESTION MARK) & THE MYSTERIANS ,US,Hip-Hop
  j.j. jackson ,US,Pop
 margaret whiting ,Canada,Rock
 eddie fisher ,UK,Hip-Hop
  CHRIS MONTEZ  ,US,Hip-Hop
 The Chicago Loop,Australia,Pop
 The Cyrkle ,US,Country
 ray charles and his orchestra ,US,Country
 the capitols,Canada,Rock
Ray Charles And His Orchestra,US,Pop
  alvin cash & the registers ,Australia,Rock
damita jo ,US,Hip-Hop
 THE YOUNG HOLT TRIO,UK,Country
the in crowd  ,Australia,Rock
 BOBBY MCCLURE  ,Canada,Pop
Pozo Seco Singers,Australia,Rock
 spyder turner,Canada,Hip-Hop
 BOBBY MOORE'S RHYTHM ACES FEATURING CHICO ,Australia,Country
 THE NEW VAUDEVILLE BAND ,UK,Rock
Margaret Whiting  ,UK,Hip-Hop
  The Lovin' Spoonful ,Australia,R&B
 CHRIS MONTEZ ,UK,R&B
  The Outsiders ,Australia,Pop
pat boone ,Canada,Hip-Hop
the elgins,Australia,Hip-Hop
 terry knight and the pack ,UK,Pop
 DR. WEST'S MEDICINE SHOW AND JUNK BAND ,Canada,Country
 Ray Charles And His Orchestra ,UK,Country
  The Joe Cuba Sextet ,Australia,Rock
The Capitols,Canada,R&B
 dana rollin ,US,R&B
BAJA MARIMBA BAND ,UK,R&B
ray charles and his orchestra,US,R&B
the critters ,Canada,R&B
 ALVIN CASH & THE REGISTERS ,UK,Pop
 The Seekers,Canada,Rock
  Roy Orbison ,Australia,Rock
  The Drifters,Australia,Country
 baby ray ,US,R&B
the emperor's,Australia,Country
THE SEARCHERS ,Canada,Pop
 the in crowd  ,Australia,Hip-Hop
bobby mcclure ,Australia,Pop
 ? (QUESTION MARK) & THE MYSTERIANS ,UK,Hip-Hop
 Margaret Whiting,Australia,Rock
 the sandpipers ,US,R&B
 CHRIS MONTEZ,Australia,Pop
 THE CHICAGO LOOP,UK,Rock
 eddie fisher ,Canada,Rock
 THE OUTSIDERS ,Canada,Hip-Hop
 PAT BOONE  ,UK,Rock
 The Elgins ,Australia,Pop
  The Joe Cuba Sextet,Canada,Rock
Darrell Banks ,US,Pop
THE CAPITOLS  ,Australia,Rock
 RAY CHARLES AND HIS ORCHESTRA,Australia,R&B
DANA ROLLIN ,UK,Hip-Hop
 BARBARA LEWIS,US,R&B
Alvin Cash & The Registers ,Australia,R&B
 Don Ho And The Aliis  ,Australia,Rock
 peter and gordon  ,UK,Hip-Hop
 J.J. Jackson ,UK,Rock
  lee dorsey ,UK,R&B
The Chicago Loop ,Canada,Pop
 COUNT FIVE ,US,R&B
 the outsiders ,US,Country
The Elgins ,US,Rock
PAT BOONE,Australia,Country
